loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist,rakane,deckane,elon,elat,sector_0,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7,sector_8,sector_9,sector_10,sector_11,sector_12,total_sectors_obsd
55,BD-08 2823,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,155.837804,-20.283333,33355302,150.198869,-9.516689999999999,-375.397,25.5819,8.797889999999999,STAR,2mass,0.11918166030152699,20180610,0.142213,0.13031700000000002,24.2823,0.237355,10.88,0.087,9.86,0.03,,,,,,,,,,,7.96,0.02,7.497999999999999,0.047,7.3229999999999995,0.021,,,,,,,,,9.41687,0.000345996,0.0171593,4746.0,,,,-0.06,0.08,,,0.74,,DWARF,,,,,0.0934492,,32,0.00110237,,0.0,knownplanet,150.198837,-9.516680000000001,155.83780351341295,-20.28332357458532,0,0,0,0,0,0,0,1,0,0,0,0,0,1
56,BD-08 2823,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,155.837804,-20.283333,33355302,150.198869,-9.516689999999999,-375.397,25.5819,8.797889999999999,STAR,2mass,0.11918166030152699,20180610,0.142213,0.13031700000000002,24.2823,0.237355,10.88,0.087,9.86,0.03,,,,,,,,,,,7.96,0.02,7.497999999999999,0.047,7.3229999999999995,0.021,,,,,,,,,9.41687,0.000345996,0.0171593,4746.0,,,,-0.06,0.08,,,0.74,,DWARF,,,,,0.0934492,,32,0.00110237,,0.0,knownplanet,150.198837,-9.516680000000001,155.83780351341295,-20.28332357458532,0,0,0,0,0,0,0,1,0,0,0,0,0,1
856,K2-158,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,182.227379,-5.272033,35021200,179.940015,-5.721727,-62.5906,6.0797300000000005,11.088,STAR,2mass,0.119409750667473,20180610,2.50658,0.980352,5.57183,0.858334,12.337,0.349,11.774000000000001,0.024,,,,,,,,,,,10.432,0.024,10.051,0.021,9.974,0.021,9.949,0.023,10.007,0.019,9.949,0.057999999999999996,8.856,,11.5747,0.000345996,0.018000000000000002,5396.0,185.0,4.5003400000000005,0.6069720000000001,,,0.901495,0.26752800000000004,0.937208,0.119094,DWARF,0.6207391,0.3684216,179.4742,29.2879,0.0258677,,22,0.008749718,,0.0,planetcandidate,179.939987,-5.721709,182.22737979630867,-5.272028114043972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,K2-158,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,182.227379,-5.272033,35021200,179.940015,-5.721727,-62.5906,6.0797300000000005,11.088,STAR,2mass,0.119409750667473,20180610,2.50658,0.980352,5.57183,0.858334,12.337,0.349,11.774000000000001,0.024,,,,,,,,,,,10.432,0.024,10.051,0.021,9.974,0.021,9.949,0.023,10.007,0.019,9.949,0.057999999999999996,8.856,,11.5747,0.000345996,0.018000000000000002,5396.0,185.0,4.5003400000000005,0.6069720000000001,,,0.901495,0.26752800000000004,0.937208,0.119094,DWARF,0.6207391,0.3684216,179.4742,29.2879,0.0258677,,22,0.008749718,,0.0,planetcandidate,179.939987,-5.721709,182.22737979630867,-5.272028114043972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,Kepler-249,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,316.011229,62.852973,272942100,296.9851,43.6585,32.34,16.05,14.21,STAR,2mass,0.12004618436591498,20180610,2.0,2.0,,,17.879,-0.226,16.37,0.2,,,,,,,,,,,12.835999999999999,0.022000000000000002,12.15,0.02,11.966,0.021,11.817,0.023,11.795,0.021,11.931,0.161,9.589,,15.0457,0.00157358,0.1,3568.0,,,,,,0.48,,,,DWARF,0.0336416,,262.7242,,,,268,0.06182827,,0.000651074669068745,cdwrf,296.985068,43.658524,316.01122520661295,62.852962430697346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,Kepler-249,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,316.011229,62.852973,272942100,296.9851,43.6585,32.34,16.05,14.21,STAR,2mass,0.12004618436591498,20180610,2.0,2.0,,,17.879,-0.226,16.37,0.2,,,,,,,,,,,12.835999999999999,0.022000000000000002,12.15,0.02,11.966,0.021,11.817,0.023,11.795,0.021,11.931,0.161,9.589,,15.0457,0.00157358,0.1,3568.0,,,,,,0.48,,,,DWARF,0.0336416,,262.7242,,,,268,0.06182827,,0.000651074669068745,cdwrf,296.985068,43.658524,316.01122520661295,62.852962430697346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,Kepler-249,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,316.011229,62.852973,272942100,296.9851,43.6585,32.34,16.05,14.21,STAR,2mass,0.12004618436591498,20180610,2.0,2.0,,,17.879,-0.226,16.37,0.2,,,,,,,,,,,12.835999999999999,0.022000000000000002,12.15,0.02,11.966,0.021,11.817,0.023,11.795,0.021,11.931,0.161,9.589,,15.0457,0.00157358,0.1,3568.0,,,,,,0.48,,,,DWARF,0.0336416,,262.7242,,,,268,0.06182827,,0.000651074669068745,cdwrf,296.985068,43.658524,316.01122520661295,62.852962430697346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,HD 63765,07h47m49.72s,116.95716100000001,-54d15m50.9s,-54.26414499999999,149.694599,-72.141285,340697083,116.95720800000001,-54.264164,148.635,-278.685,7.397,STAR,2mass,0.120183913903571,20180610,0.08046310000000001,0.0867956,30.8947,0.21442600000000003,8.847999999999999,0.025,8.1,0.03,,,,,,,,,,,6.768,0.024,6.442,0.027000000000000003,6.316,0.021,,,,,,,,,7.862439999999999,0.000345996,0.018000000000000002,5439.95,12.5274,0.027574400000000002,,-0.155,0.00707107,,,,,DWARF,,,32.36801,0.386338,,,99,0.006512451999999999,,0.0,knownplanet,116.95716100000001,-54.26414499999999,149.69458396533275,-72.1412750916191,0,0,0,0,0,0,1,1,1,0,0,0,0,3
396,HD 152079,16h53m29.74s,253.373901,-46d19m58.6s,-46.332958000000005,257.548855,-23.609732,246835467,253.373919,-46.332989000000005,-107.382,-93.6463,8.552,STAR,2mass,0.120234876471425,20180610,0.155025,0.110357,11.7502,0.23164400000000002,9.908999999999999,0.037000000000000005,9.18,0.03,,,,,,,,,,,7.984,0.021,7.656000000000001,0.031,7.6339999999999995,0.021,7.563,0.027000000000000003,7.638,0.02,7.712999999999999,0.033,7.553999999999999,0.28300000000000003,8.972999999999999,0.000345996,0.018000000000000002,5726.0,,4.35843,,0.29,0.02,1.15,,1.1,,DWARF,1.280843,,85.10493000000001,2.7452099999999997,,,1021,0.05058289,,0.0035548943751999604,knownplanet,253.373901,-46.332958000000005,257.5488535878081,-23.609740135920095,0,0,0,0,0,0,0,0,0,0,0,1,0,1
288,HD 103720,11h56m41.18s,179.1716,-02d46m44.2s,-2.778953,180.346288,-2.878971,96195878,179.17163,-2.778968,-63.8622,-42.9435,8.592039999999999,STAR,2mass,0.12063408549804902,20180610,0.10495,0.0658049,21.7741,0.254249,10.501,0.166,9.5,0.03,,,,,,,,,,,7.837999999999999,0.027000000000000003,7.431,0.04,7.2829999999999995,0.024,7.17,0.038,7.319,0.021,7.284,0.019,7.319,0.11900000000000001,9.15061,0.000345996,0.018827299999999998,5017.0,,4.60941,,-0.02,0.06,0.73,,0.79,,DWARF,0.3041703,,,,0.0230771,,11,7.2636720000000005e-06,,0.0,knownplanet,179.1716,-2.778953,180.34628937079657,-2.8789651593996415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,HIP 97233,19h45m41.27s,296.421967,-00d41m47.9s,-0.696645,298.298123,20.184503,251662732,296.421987,-0.6966720000000001,33.24,-53.7916,6.436,STAR,2mass,0.12095897505365501,20180610,0.049666,0.050416,10.0527,0.291851,8.892000000000001,0.57,7.34,0.03,,,,,,,,,,,5.671,0.019,5.227,0.026000000000000002,5.09,0.027000000000000003,5.0680000000000005,0.22,4.933,0.08,5.067,0.016,5.0169999999999995,0.032,7.002330000000001,0.000345996,0.017,5020.0,,3.2689,,,,5.34,,1.93,,GIANT,16.31519,,99.4754,2.80649,,,302,0.02082857,,0.0005965652602098559,knownplanet,296.421967,-0.696645,298.29812539191425,20.184491725532094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,HD 9174,01h30m01.00s,22.504177,-19d36m16.2s,-19.604502,12.776157000000001,-26.824713,439501096,22.504202,-19.604526,34.9668,-184.037,7.731,STAR,2mass,0.12104991452665899,20180610,0.054078999999999995,0.0387524,12.3391,0.30994499999999997,9.112,0.024,8.4,0.03,,,,,,,,,,,7.1339999999999995,0.023,6.83,0.028999999999999998,6.744,0.027000000000000003,6.69,0.066,6.733,0.021,6.74,0.016,6.692,0.067,8.17341,0.000345996,0.018000000000000002,5577.0,,4.0058300000000004,,0.41,0.07,1.67,,1.03,,DWARF,2.430694,,81.04319,2.83313,0.01621,,13,5.495597e-05,,0.00275804893119183,knownplanet,22.504177,-19.604502,12.776164473204215,-26.824716486235797,0,0,1,0,0,0,0,0,0,0,0,0,0,1
408,HD 156668,17h17m40.49s,259.418701,+29d13m38.0s,29.227226,254.87364399999998,52.112332,257715493,259.418728,29.227202000000002,-72.0,216.0,7.5120000000000005,STAR,2mass,0.121079826026808,20180610,8.0,8.0,41.58,1.04,9.317,0.033,8.43,0.03,,,,,,,,,,,6.593,0.026000000000000002,6.117000000000001,0.024,6.004,0.02,5.985,0.128,5.975,0.040999999999999995,6.015,0.015,5.962000000000001,0.042,,,0.04,4849.92,3.53217,0.17238699999999998,,-0.051131199999999995,0.0470871,,,,,DWARF,,,,,0.0523569,,40,0.0109465,,0.0,knownplanet,259.418701,29.227226,254.87365599822172,52.11232388656183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,HD 114729,13h12m44.26s,198.184402,-31d52m24.1s,-31.873347999999996,209.323619,-22.274922,124401411,198.18441,-31.873381,-199.81900000000002,-308.237,6.09,STAR,2mass,0.121291414363752,20180610,0.0459112,0.0334067,26.531999999999996,0.26205700000000004,7.287000000000001,0.023,6.68,0.03,,,,,,,,,,,5.559,0.019,5.29,0.031,5.136,0.023,,,,,,,,,6.48166,0.000345996,0.017,5821.0,,,,-0.293051,0.00636428,,,1.0,,DWARF,,,37.690329999999996,0.565865,0.0677065,,57,0.012079799999999998,,0.0,knownplanet,198.184402,-31.873347999999996,209.32361540731566,-22.27492190667086,0,0,0,0,0,0,0,0,0,1,0,0,0,1
799,K2-114,08h31m31.91s,127.88296499999998,+11d55m20.2s,11.922265,127.229266,-6.756060000000001,366576758,127.882981,11.922295,-13.9845,-4.0167,13.597999999999999,STAR,2mass,0.121820224961184,20180610,2.14454,2.13939,,,15.626,0.077,14.55,0.217,17.3699,0.00891804,15.0403,0.00362411,14.1861,0.00391273,13.9521,0.00398176,13.8308,0.00411641,12.835,0.024,12.386,0.027999999999999997,12.304,0.028999999999999998,12.23,0.023,12.325999999999999,0.026000000000000002,11.844000000000001,,8.728,,14.163,0.0009833160000000001,0.018000000000000002,5027.0,,4.51935,,,,0.83,,0.83,,DWARF,0.39635690000000007,,,,0.028920400000000002,,30,0.02503068,,0.00020815138431245302,knownplanet,127.88296499999998,11.922265,127.22926780065538,-6.756048595749403,0,0,0,0,0,0,1,0,0,0,0,0,0,1
104,GJ 1148,11h41m44.63s,175.435974,+42d45m07.1s,42.751971999999995,156.148069,36.838993,115869504,175.43599999999998,42.751999999999995,-575.68,-89.85,9.283,STAR,2mass,0.122002072788934,20180610,2.0,2.0,,,13.343,0.107,11.939,0.048,,,,,,,,,,,7.608,0.018000000000000002,7.069,0.023,6.822,0.016,,,,,,,,,10.3784,0.000345996,0.016,3265.0,,,,,,,,,,DWARF,,,14.72158,,0.0225276,,12,0.08659714,,0.0157565193803789,cdwrf,175.435974,42.751971999999995,156.14807570500727,36.83900237871969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,GJ 1148,11h41m44.63s,175.435974,+42d45m07.1s,42.751971999999995,156.148069,36.838993,115869504,175.43599999999998,42.751999999999995,-575.68,-89.85,9.283,STAR,2mass,0.122002072788934,20180610,2.0,2.0,,,13.343,0.107,11.939,0.048,,,,,,,,,,,7.608,0.018000000000000002,7.069,0.023,6.822,0.016,,,,,,,,,10.3784,0.000345996,0.016,3265.0,,,,,,,,,,DWARF,,,14.72158,,0.0225276,,12,0.08659714,,0.0157565193803789,cdwrf,175.435974,42.751971999999995,156.14807570500727,36.83900237871969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,K2-147,19h35m19.97s,293.833191,-28d29m52.2s,-28.497833,290.953692,-6.775755,398275886,293.8332,-28.4978,-25.84,-145.89,12.072000000000001,STAR,2mass,0.122164739916589,20180610,2.0,2.0,,,15.482999999999999,0.033,14.044,0.038,,,,,,,,,,,10.835,0.022000000000000002,10.186,0.022000000000000002,9.997,0.021,9.882,0.022000000000000002,9.874,0.02,9.665,0.046,7.894,,,,0.051,3729.0,68.0,4.7656,0.34942399999999996,,,0.507,0.076,0.546,0.098,DWARF,0.04477959,0.01342505,112.4023,,0.10825,,130,0.20455479999999998,,0.00114230275364399,cdwrf,293.833191,-28.497833,290.9536935300153,-6.775766207846326,0,0,0,0,0,0,0,0,0,0,0,0,1,0
384,HD 147018,16h23m00.15s,245.75061000000002,-61d41m19.5s,-61.688763,255.38401000000002,-39.474296,350083732,245.750663,-61.68874,-177.648,-316.79200000000003,7.595,STAR,2mass,0.12265439622596501,20180610,0.05506130000000001,0.054556799999999996,24.7748,0.24866100000000002,9.074,0.025,8.3,0.03,,,,,,,,,,,6.962999999999999,0.023,6.64,0.044000000000000004,6.571000000000001,0.021,,,,,,,,,8.062710000000001,0.000345996,0.018000000000000002,5441.0,,,,,,,,0.93,,DWARF,,,40.36359,0.634836,,,410,0.02174637,,0.0,knownplanet,245.75061000000002,-61.688763,255.38400537799464,-39.474303879364285,0,0,0,0,0,0,0,0,0,0,0,1,0,1
385,HD 147018,16h23m00.15s,245.75061000000002,-61d41m19.5s,-61.688763,255.38401000000002,-39.474296,350083732,245.750663,-61.68874,-177.648,-316.79200000000003,7.595,STAR,2mass,0.12265439622596501,20180610,0.05506130000000001,0.054556799999999996,24.7748,0.24866100000000002,9.074,0.025,8.3,0.03,,,,,,,,,,,6.962999999999999,0.023,6.64,0.044000000000000004,6.571000000000001,0.021,,,,,,,,,8.062710000000001,0.000345996,0.018000000000000002,5441.0,,,,,,,,0.93,,DWARF,,,40.36359,0.634836,,,410,0.02174637,,0.0,knownplanet,245.75061000000002,-61.688763,255.38400537799464,-39.474303879364285,0,0,0,0,0,0,0,0,0,0,0,1,0,1
305,HD 108874,12h30m26.88s,187.61201499999999,+22d52m47.4s,22.879829,177.323887,23.907566,371621238,187.611978,22.879829,127.415,-89.9444,8.079,STAR,2mass,0.12272013571055801,20180610,0.0860494,0.0655947,16.8743,0.243867,9.503,0.03,8.76,0.03,,,,,,,,,,,7.479,0.02,7.11,0.028999999999999998,7.06,0.024,6.947,0.045,7.07,0.02,7.075,0.016,6.959,0.092,8.523810000000001,0.000345996,0.017,5551.0,,,,0.15,0.1,,,0.95,,DWARF,,,59.26172,1.3577700000000001,0.015082399999999998,,11,8.832601000000001e-05,,0.0,knownplanet,187.61201499999999,22.879829,177.32389353107004,23.907571934652292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,HD 108874,12h30m26.88s,187.61201499999999,+22d52m47.4s,22.879829,177.323887,23.907566,371621238,187.611978,22.879829,127.415,-89.9444,8.079,STAR,2mass,0.12272013571055801,20180610,0.0860494,0.0655947,16.8743,0.243867,9.503,0.03,8.76,0.03,,,,,,,,,,,7.479,0.02,7.11,0.028999999999999998,7.06,0.024,6.947,0.045,7.07,0.02,7.075,0.016,6.959,0.092,8.523810000000001,0.000345996,0.017,5551.0,,,,0.15,0.1,,,0.95,,DWARF,,,59.26172,1.3577700000000001,0.015082399999999998,,11,8.832601000000001e-05,,0.0,knownplanet,187.61201499999999,22.879829,177.32389353107004,23.907571934652292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,HD 1690,00h21m13.32s,5.305497,-08d16m52.2s,-8.281169,1.549817,-9.70313,37763102,5.305528,-8.281153999999999,13.3698,2.93433,7.902,STAR,2mass,0.122931654180144,20180610,0.0812409,0.0463399,1.48433,0.417741,10.492,0.038,9.19,0.03,15.3122,0.0093049,10.0139,0.0004897780000000001,8.75954,0.00046902900000000004,8.42724,0.000635509,8.44379,0.00116628,6.877000000000001,0.026000000000000002,6.229,0.038,6.018,0.026000000000000002,5.912000000000001,0.1,5.92,0.039,6.002000000000001,0.018000000000000002,5.875,0.05,8.65137,0.000345996,0.018000000000000002,4393.0,,2.03042,,,,16.7,,1.09,,GIANT,93.57772,,673.7028,147.961,0.035793599999999995,,11,0.0002689536,,7.74692890025926e-05,knownplanet,5.305497,-8.281169,1.5498210385282571,-9.703136053741192,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1070,K2-80,03h56m09.00s,59.037487,+13d33m33.4s,13.559289000000001,59.763826,-6.689197,242961495,59.037513,13.559266000000001,-6.39,-53.76,11.669,STAR,2mass,0.12302533453317899,20180610,2.0,2.0,,,13.607000000000001,0.038,12.694,0.092,15.4542,0.00636589,13.2294,0.0009573180000000001,12.4549,0.00146697,12.1705,0.0006809089999999999,12.1243,0.00427378,10.874,0.021,10.425,0.022000000000000002,10.312999999999999,0.017,10.26,0.023,10.309000000000001,0.02,10.29,0.078,8.251,,12.2571,0.00039026699999999997,0.017,5441.0,,4.51363,,,,0.87,,0.9,,DWARF,0.5976517,,234.192,,0.3178,,32,0.002718895,,0.000668338464049756,knownplanet,59.037487,13.559289000000001,59.76382921527811,-6.689191834863593,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1071,K2-80,03h56m09.00s,59.037487,+13d33m33.4s,13.559289000000001,59.763826,-6.689197,242961495,59.037513,13.559266000000001,-6.39,-53.76,11.669,STAR,2mass,0.12302533453317899,20180610,2.0,2.0,,,13.607000000000001,0.038,12.694,0.092,15.4542,0.00636589,13.2294,0.0009573180000000001,12.4549,0.00146697,12.1705,0.0006809089999999999,12.1243,0.00427378,10.874,0.021,10.425,0.022000000000000002,10.312999999999999,0.017,10.26,0.023,10.309000000000001,0.02,10.29,0.078,8.251,,12.2571,0.00039026699999999997,0.017,5441.0,,4.51363,,,,0.87,,0.9,,DWARF,0.5976517,,234.192,,0.3178,,32,0.002718895,,0.000668338464049756,knownplanet,59.037487,13.559289000000001,59.76382921527811,-6.689191834863593,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1072,K2-80,03h56m09.00s,59.037487,+13d33m33.4s,13.559289000000001,59.763826,-6.689197,242961495,59.037513,13.559266000000001,-6.39,-53.76,11.669,STAR,2mass,0.12302533453317899,20180610,2.0,2.0,,,13.607000000000001,0.038,12.694,0.092,15.4542,0.00636589,13.2294,0.0009573180000000001,12.4549,0.00146697,12.1705,0.0006809089999999999,12.1243,0.00427378,10.874,0.021,10.425,0.022000000000000002,10.312999999999999,0.017,10.26,0.023,10.309000000000001,0.02,10.29,0.078,8.251,,12.2571,0.00039026699999999997,0.017,5441.0,,4.51363,,,,0.87,,0.9,,DWARF,0.5976517,,234.192,,0.3178,,32,0.002718895,,0.000668338464049756,knownplanet,59.037487,13.559289000000001,59.76382921527811,-6.689191834863593,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3650,WASP-34,11h01m35.89s,165.399561,-23d51m38.3s,-23.860636,176.727468,-27.570148,437242640,165.399541,-23.860665,-43.0518,-64.1624,9.729,STAR,2mass,0.12343052936714399,20180610,2.19413,1.81115,8.86881,0.665319,11.055,0.126,10.285,0.009000000000000001,,,,,,,,,,,9.172,0.026000000000000002,8.842,0.042,8.792,0.021,8.715,0.023,8.761000000000001,0.021,8.712,0.027000000000000003,8.859,0.408,10.1409,0.000345996,0.019,5700.0,,4.505780000000001,,0.04,0.1,0.93,,1.01,,DWARF,0.8225457,,112.7547,9.27876,0.0797771,,27,0.00043671089999999997,,0.00279165271465518,knownplanet,165.399561,-23.860636,176.72746480139887,-27.570141333779173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,GJ 436,11h42m11.09s,175.546219,+26d42m23.7s,26.706570000000003,164.77369199999998,22.627727,138819293,175.5462,26.7066,895.196,-813.717,8.377,STAR,2mass,0.124087006626875,20180610,0.199902,0.124391,102.575,0.310209,12.058,0.21,10.67,0.1,,,,,,,,,,,6.9,0.024,6.319,0.023,6.0729999999999995,0.016,,,,,,,,,9.410630000000001,0.000345996,0.031,3416.0,53.0,4.78501,,,,0.46,,0.47,,DWARF,,,13.97839,0.029393799999999998,0.019952200000000003,,11,0.0003930612,,0.0170877531800031,cdwrf,175.546219,26.706570000000003,164.77369704927395,22.627735371803194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,HD 24064,03h56m36.30s,59.151241000000006,+74d04m48.1s,74.08003199999999,76.776779,52.056819,102987456,59.151219999999995,74.080066,-14.4848,10.2758,5.119,STAR,2mass,0.12414414184595501,20180610,0.0244042,0.0322276,3.32973,0.28026,8.396,,6.746160000000001,0.023,,,,,,,,,,,4.317,0.294,3.432,0.266,3.13,0.39399999999999996,3.089,0.523,2.9139999999999997,0.444,3.0580000000000003,0.009000000000000001,2.966,0.015,6.07155,0.000345996,0.021,4052.5,,1.27886,,,,38.0,,1.0,,GIANT,350.8763,,300.3249,23.3156,,,61,0.0023649260000000003,,1.0,bright;knownplanet,59.151241000000006,74.08003199999999,76.7767702343591,52.056826573706054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,HD 86081,09h56m05.92s,149.02465800000002,-03d48m30.3s,-3.808422,152.531964,-15.379503,62760824,149.024692,-3.808415,-66.8995,16.2083,8.158999999999999,STAR,2mass,0.12470246677440598,20180610,0.10194500000000001,0.0860387,9.72209,0.230211,9.342,0.035,8.73,0.03,,,,,,,,,,,7.627999999999999,0.021,7.425,0.04,7.2989999999999995,0.024,7.191,0.038,7.312,0.02,7.327000000000001,0.018000000000000002,7.14,0.12,8.55077,0.000345996,0.018000000000000002,5939.0,25.0,0.027999999999999997,,0.21,0.1,1.22,,1.21,,DWARF,,,102.8585,4.000780000000001,0.029119599999999995,,37,0.0006354551,,0.0036724277640880795,knownplanet,149.02465800000002,-3.808422,152.53196411378875,-15.379493976517796,0,0,0,0,0,0,0,1,0,0,0,0,0,1
650,HD 50499,06h52m02.03s,103.008438,-33d54m56.0s,-33.915562,109.763251,-56.465801,53175558,103.008429,-33.915528,-69.2549,68.2943,6.655,STAR,2mass,0.125318383910175,20180610,0.027841900000000003,0.027607099999999996,21.7293,0.440597,7.816,0.023,7.21,0.03,,,,,,,,,,,6.152,0.019,5.8839999999999995,0.028999999999999998,5.836,0.016,5.843999999999999,0.13699999999999998,5.747000000000001,0.044000000000000004,5.8389999999999995,0.013999999999999999,5.773,0.039,7.02562,0.000345996,0.017,5963.0,25.0,0.027999999999999997,,0.32,0.1,,,1.24,,DWARF,,,46.02081,1.1289200000000001,,,92,0.0008842257000000001,,0.0,knownplanet,103.008438,-33.915562,109.76325604922495,-56.46579004123432,0,0,0,0,0,1,1,0,0,0,0,0,0,2
391,HD 148427,16h28m28.15s,247.117294,-13d23m58.7s,-13.39964,247.527654,8.272306,413853880,247.11726000000002,-13.399651,-37.4066,3.0429,6.03,STAR,2mass,0.12548041693624198,20180610,0.040844,0.0213415,14.1728,0.424387,7.846,0.019,6.90498,0.023,,,,,,,,,,,5.2989999999999995,0.021,4.875,0.065,4.6819999999999995,0.021,4.724,0.23800000000000002,4.53,0.078,4.654,0.015,4.602,0.033,6.5724100000000005,0.000345996,0.017,5027.35,9.41513,0.0180907,,0.0865385,0.0168135,,,,,GIANT,,,70.55776999999999,2.05134,0.314906,,97,0.00470118,,0.0,knownplanet,247.117294,-13.39964,247.5276573432648,8.272299436001036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,HD 89345,10h18m41.06s,154.671066,+10d07m44.5s,10.129028,152.847633,-0.353462,350020859,154.671097,10.129045,5.52679,-42.1747,8.704,STAR,2mass,0.125756894080997,20180610,0.14746700000000001,0.107526,7.63475,0.230285,10.149,0.055999999999999994,9.38,0.03,,,,,,,,,,,8.091000000000001,0.02,7.766,0.04,7.721,0.018000000000000002,7.672999999999999,0.027999999999999997,7.7589999999999995,0.02,7.729,0.019,7.757000000000001,0.185,9.1588,0.000345996,0.017,5669.0,188.0,3.9261,0.27772399999999997,,,1.8103200000000002,0.225304,1.00735,0.12408800000000002,DWARF,3.049518,0.7590577,130.9801,6.48822,0.03912519999999999,,15,6.869095e-06,,0.0,planetcandidate,154.671066,10.129028,152.84763480513618,-0.353452712563263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,HD 168746,18h21m49.78s,275.457428,-11d55m21.7s,-11.922684,275.44739100000004,11.41347,18097734,275.457454,-11.92266,-22.9456,-68.4025,7.29,STAR,2mass,0.125904734988969,20180610,0.0543298,0.0400755,23.7854,0.30759200000000003,8.664,0.027000000000000003,7.95,0.03,,,,,,,,,,,6.678999999999999,0.034,6.329,0.028999999999999998,6.252999999999999,0.024,5.766,0.069,6.212999999999999,0.024,6.256,0.022000000000000002,5.632000000000001,0.063,7.74189,0.000345996,0.021,5564.0,,,,-0.09582710000000001,0.00599227,,,0.93,,DWARF,,,42.0426,0.759469,,,1023,0.03996583,,0.0,knownplanet,275.457428,-11.922684,275.44739347765915,11.413459247511033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,GJ 581,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,229.521622,10.256542999999999,36853511,229.8618,-7.7223,-1221.29,-97.2366,8.187000000000001,STAR,2mass,0.12604191299313902,20180610,0.159816,0.10463800000000001,158.643,0.354875,11.761,0.174,10.57,0.1,,,,,,,,,,,6.706,0.026000000000000002,6.095,0.033,5.837000000000001,0.023,,,,,,,,,9.24185,0.000345996,0.033,3442.0,54.0,5.00499,,,,0.29,,0.31,,DWARF,,,12.537180000000001,0.014069,0.0977784,,36,0.0024600679999999997,,0.0253818217520751,cdwrf,229.861771,-7.7222800000000005,229.52162600142748,10.256539428300298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,GJ 581,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,229.521622,10.256542999999999,36853511,229.8618,-7.7223,-1221.29,-97.2366,8.187000000000001,STAR,2mass,0.12604191299313902,20180610,0.159816,0.10463800000000001,158.643,0.354875,11.761,0.174,10.57,0.1,,,,,,,,,,,6.706,0.026000000000000002,6.095,0.033,5.837000000000001,0.023,,,,,,,,,9.24185,0.000345996,0.033,3442.0,54.0,5.00499,,,,0.29,,0.31,,DWARF,,,12.537180000000001,0.014069,0.0977784,,36,0.0024600679999999997,,0.0253818217520751,cdwrf,229.861771,-7.7222800000000005,229.52162600142748,10.256539428300298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
