loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist
3093,Kepler-719,19h42m08.67s,295.536136,+43d53m04.0s,43.884453,314.072044,63.468878,271767300,295.536136,43.884453,NaN,NaN,15.163,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.724,0.089,16.128,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.572,0.032,14.207,0.039,14.126,0.065,14.054,0.028,14.08,0.038,12.607,NaN,8.985,NaN,15.6008,0.0022,0.021,5777,NaN,4.45161,NaN,NaN,NaN,0.98,NaN,0.99,NaN,,0.9637321,NaN,NaN,NaN,NaN,NaN,225,0.6544812,,8.28261669390756E-05,knownplanet
3094,Kepler-720,19h54m32.56s,298.635649,+44d10m15.4s,44.170944,318.848095,62.837611,268159158,298.635649,44.170944,NaN,NaN,14.477,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.372,0.034,15.462,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.785,0.029,13.39,0.037,13.243,0.029,13.18,0.024,13.25,0.027,10.842,0.076,8.244,0.21,14.9898,0.0015,0.019,5618,NaN,4.48858,NaN,NaN,NaN,0.92,NaN,0.95,NaN,,0.7596216,NaN,NaN,NaN,NaN,NaN,278,0.2620356,,0.000164717486333521,knownplanet
3105,Kepler-730,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,299.293536,67.442762,352013543,285.554804,45.578857,-5.34863,-2.0775,15.071,STAR,2mass,0,20180610,2.19442,2.19443,NaN,NaN,16.639,0.018,15.782,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.471,0.035,14.182,0.058,14.102,0.049,14.057,0.025,14.172,0.035,12.433,NaN,9.418,NaN,15.5154,0.00206409,0.021,5726,NaN,4.42979,NaN,NaN,NaN,1.01,NaN,1,NaN,DWARF,0.9879679,NaN,NaN,NaN,NaN,NaN,89,0.0968492,,9.59114836564642E-05,knownplanet
3106,Kepler-731,19h45m34.36s,296.393174,+45d34m06.8s,45.568558,316.89212,64.769938,272366748,296.393174,45.568558,NaN,NaN,14.739,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.607,0.047,15.386,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.126,0.028,13.762,0.03,13.775,0.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1937,0.00171076,0.019,5849,NaN,4.40065,NaN,NaN,NaN,1.06,NaN,1.03,NaN,,1.184767,NaN,NaN,NaN,NaN,NaN,191,0.6376715,,0.000109193378420195,knownplanet
3132,Kepler-753,19h27m36.79s,291.903273,+37d54m08.2s,37.902288,304.559748,58.741811,351056774,291.903273,37.902288,-1.99151,7.56796,13.611,STAR,2mass,0,20180610,2.2193,2.21979,NaN,NaN,17.217,0.167,14.891,0.114,18.2427,0.0164027,15.6388,0.00334499,14.4342,0.00295313,13.9923,0.00304406,13.7227,0.00382413,12.608,0.027,11.966,0.034,11.875,0.022,11.57,0.021,11.678,0.02,11.675,0.216,9.269,NaN,14.3445,0.00107951,0.019,4346,NaN,4.64511,NaN,NaN,NaN,0.65,NaN,0.68,NaN,GIANT,0.1357939,NaN,NaN,NaN,NaN,NaN,230,0.193779,,0.000525854791321149,knownplanet
3143,Kepler-76,19h36m46.11s,294.192118,+39d37m08.4s,39.619003,308.914023,59.832284,138644215,294.192118,39.619003,NaN,NaN,12.838,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,13.478,0.028,13.474,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.343,0.022,12.134,0.021,12.092,0.021,12.016,0.025,12.056,0.025,11.97,0.224,9.258,NaN,13.2031,0.000611668,0.018,6409,NaN,4.27646,NaN,NaN,NaN,1.32,NaN,1.2,NaN,,2.648522,NaN,NaN,NaN,NaN,NaN,235,1.289162,,0.000280503563923371,knownplanet
3146,Kepler-761,19h22m00.86s,290.503604,+44d08m36.9s,44.143581,306.503359,65.005624,159442087,290.503604,44.143581,NaN,NaN,14.17,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.523,0.032,14.993,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.563,0.033,13.156,0.036,13.202,0.035,12.946,0.024,12.982,0.025,12.219,0.236,9.182,NaN,14.6195,0.00124719,0.021,5706,NaN,4.47919,NaN,NaN,NaN,0.93,NaN,0.95,NaN,,0.8260145,NaN,NaN,NaN,NaN,NaN,170,0.09005052,,0.000223316151661743,knownplanet
3180,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,NaN,NaN,13.424,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,14.548,0.038,14.036,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.913,0.025,12.653,0.025,12.606,0.031,12.482,0.023,12.577,0.024,12.488,NaN,9.627,NaN,13.8012,0.0008,0.019,6174,NaN,4.27873,NaN,NaN,NaN,1.3,NaN,1.17,NaN,,2.21232,NaN,1036.64,NaN,NaN,NaN,232,0.1886186,,0.000230941331234329,knownplanet
3181,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,NaN,NaN,13.424,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,14.548,0.038,14.036,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.913,0.025,12.653,0.025,12.606,0.031,12.482,0.023,12.577,0.024,12.488,NaN,9.627,NaN,13.8012,0.0008,0.019,6174,NaN,4.27873,NaN,NaN,NaN,1.3,NaN,1.17,NaN,,2.21232,NaN,1036.64,NaN,NaN,NaN,232,0.1886186,,0.000230941331234329,knownplanet
3182,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,NaN,NaN,13.424,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,14.548,0.038,14.036,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.913,0.025,12.653,0.025,12.606,0.031,12.482,0.023,12.577,0.024,12.488,NaN,9.627,NaN,13.8012,0.0008,0.019,6174,NaN,4.27873,NaN,NaN,NaN,1.3,NaN,1.17,NaN,,2.21232,NaN,1036.64,NaN,NaN,NaN,232,0.1886186,,0.000230941331234329,knownplanet
3183,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,NaN,NaN,13.424,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,14.548,0.038,14.036,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.913,0.025,12.653,0.025,12.606,0.031,12.482,0.023,12.577,0.024,12.488,NaN,9.627,NaN,13.8012,0.0008,0.019,6174,NaN,4.27873,NaN,NaN,NaN,1.3,NaN,1.17,NaN,,2.21232,NaN,1036.64,NaN,NaN,NaN,232,0.1886186,,0.000230941331234329,knownplanet
3194,Kepler-8,18h45m09.15s,281.288118,+42d27m03.9s,42.45108,290.06652,65.105964,123233041,281.288118,42.45108,NaN,NaN,13.079,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,13.804,0.051,13.598,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.576,0.023,12.324,0.018,12.293,0.016,12.261,0.023,12.267,0.023,12.258,0.26,9.395,NaN,13.4487,0.0007,0.018,6213,NaN,4.17484,NaN,-0.05,0.1,1.49,NaN,1.21,NaN,,2.980387,NaN,872.129,NaN,0.0782284,NaN,90,0.006390381,,0.000267140488652573,knownplanet
3217,Kepler-812,19h15m25.27s,288.85529,+48d12m30.7s,48.208538,307.365733,69.214259,299033074,288.85529,48.208538,-2.72255,-4.37137,13.399,STAR,2mass,0,20180610,2.17705,2.17712,NaN,NaN,14.408,0.033,13.815,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.006,0.023,12.755,0.028,12.832,0.025,12.737,0.023,12.749,0.023,12.542,0.319,8.885,NaN,13.6837,0.000773203,0.018,6761,NaN,4.1338,NaN,NaN,NaN,1.71,NaN,1.45,NaN,DWARF,5.504662,NaN,1194.81,NaN,0.0693,NaN,97,0.007604746,,0.000187342838724678,knownplanet
3261,Kepler-843,19h45m17.28s,296.321994,+48d58m17.3s,48.971478,320.523067,67.846077,27774043,296.321994,48.971478,NaN,NaN,14.703,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.895,0.022,15.354,0.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.088,0.027,13.761,0.036,13.709,0.053,13.388,0.024,13.48,0.026,12.299,NaN,9.219,0.439,15.1589,0.00167722,0.019,5830,NaN,4.42135,NaN,NaN,NaN,1.03,NaN,1.02,NaN,,1.104189,NaN,1437.87,NaN,NaN,NaN,195,0.2625563,,0.000128647852035474,knownplanet
3267,Kepler-849,19h23m24.43s,290.851779,+48d31m16.8s,48.521339,311.140855,69.001244,417659078,290.851779,48.521339,-1.23772,-3.85459,12.369,STAR,2mass,0,20180610,2.17893,2.17893,NaN,NaN,13.708,0.005,12.878,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.842,0.023,11.59,0.03,11.527,0.023,11.48,0.023,11.535,0.021,11.638,0.122,9.592,NaN,12.7574,0.000494209,0.018,6059,NaN,4.09865,NaN,NaN,NaN,1.64,NaN,1.23,NaN,DWARF,3.265775,NaN,601.923,NaN,0.0851,NaN,125,0.5401588,,0.00036273976572215,knownplanet
3264,Kepler-846,19h08m13.68s,287.057016,+49d02m45.7s,49.046021,305.007528,70.41948,399911496,287.057016,49.046021,-0.467057,2.53558,15.047,STAR,2mass,0,20180610,2.19527,2.19527,NaN,NaN,16.388,0.071,15.684,0.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.423,0.034,14.086,0.054,13.978,0.054,13.819,0.025,13.885,0.031,12.637,0.301,9.535,NaN,15.509,0.00205626,0.021,5579,NaN,4.49347,NaN,NaN,NaN,0.91,NaN,0.94,NaN,DWARF,0.7227747,NaN,NaN,NaN,NaN,NaN,94,0.1683573,,0.000123981888858532,knownplanet
3273,Kepler-851,19h38m43.27s,294.680286,+49d08m24.6s,49.14016,318.163599,68.491235,27235573,294.680286,49.14016,NaN,NaN,14.513,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.015,0.06,15.172,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.876,0.026,13.478,0.027,13.392,0.043,13.4,0.023,13.41,0.026,12.583,NaN,9.315,NaN,14.9845,0.0015,0.019,5455,NaN,4.52898,NaN,NaN,NaN,0.85,NaN,0.89,NaN,,0.5763835,NaN,NaN,NaN,NaN,NaN,145,0.03942847,,0.000208150460618416,knownplanet
3276,Kepler-854,19h33m24.31s,293.351293,+43d08m04.7s,43.13464,310.163258,63.354421,275570329,293.351293,43.13464,-2.9054,-2.75264,12.977,STAR,2mass,0,20180610,2.13923,2.13923,NaN,NaN,14.121,0.01,13.417,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.378,0.019,12.106,0.021,12.046,0.023,11.988,0.023,12.016,0.021,12.783,0.444,8.753,NaN,13.4205,0.000679612,0.017,6179,NaN,4.29901,NaN,NaN,NaN,1.27,NaN,1.17,NaN,DWARF,2.118239,NaN,831.145,NaN,NaN,NaN,163,0.08360951,,0.000347680520695579,knownplanet
3291,Kepler-869,19h17m41.90s,289.424591,+50d59m38.8s,50.994122,311.632667,71.635005,299218299,289.424591,50.994122,3.37141,-0.63148,14.39,STAR,2mass,0,20180610,2.17705,2.17705,NaN,NaN,16.288,0.069,15.122,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.741,0.029,13.399,0.036,13.359,0.036,13.156,0.023,13.235,0.024,12.722,NaN,9.277,NaN,14.8709,0.00142844,0.02,5664,NaN,4.46975,NaN,NaN,NaN,0.95,NaN,0.97,NaN,DWARF,0.8368255,NaN,1097.82,NaN,0.0835,NaN,108,0.3241279,,0.000210507810053847,knownplanet
3339,Kepler-91,19h02m41.49s,285.672872,+44d07m00.2s,44.116734,298.49386,66.012701,352011875,285.672872,44.116734,-1.38298,1.90025,11.69,STAR,2mass,0,20180610,2.15129,2.15129,NaN,NaN,14.097,0.029,12.712,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.79,0.026,10.235,0.03,10.136,0.021,10.041,0.023,10.155,0.02,9.976,0.044,9.249,NaN,12.3536,0.000408365,0.018,4550,NaN,2.95702,NaN,NaN,NaN,6.3,NaN,1.31,NaN,GIANT,15.32574,NaN,NaN,NaN,0.0581258,NaN,101,0.2023893,,7.02391948784839E-05,knownplanet
3347,Kepler-917,19h56m12.30s,299.05126,+47d56m57.4s,47.949284,323.367573,66.090181,268383727,299.05126,47.949284,1.22313,4.31626,15.242,STAR,2mass,0,20180610,2.11739,2.11739,NaN,NaN,16.241,0.071,15.896,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.553,0.035,14.077,0.044,14.005,0.051,14.002,0.026,14.049,0.036,12.951,NaN,9.343,NaN,15.7524,0.00238408,0.021,5418,NaN,4.57989,NaN,NaN,NaN,0.76,NaN,0.8,NaN,DWARF,0.4484127,NaN,NaN,NaN,NaN,NaN,219,0.7234709,,0.000119773254946224,knownplanet
3383,Kepler-944,19h34m24.30s,293.601262,+42d22m47.1s,42.379761,309.962545,62.582924,270610053,293.601262,42.379761,0.594947,-1.08983,15.079,STAR,2mass,0,20180610,2.10192,2.10192,NaN,NaN,17.366,0.068,15.636,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.364,0.027,13.96,0.039,13.851,0.048,13.923,0.026,13.924,0.033,12.885,NaN,9.413,NaN,15.609,0.00218362,0.019,5409,NaN,4.53477,NaN,NaN,NaN,0.83,NaN,0.86,NaN,GIANT,0.5312743,NaN,NaN,NaN,NaN,NaN,168,0.4220654,,0.000113020984356082,knownplanet
3398,Kepler-957,19h20m37.52s,290.156346,+48d49m08.4s,48.818996,310.279698,69.455397,267748934,290.156346,48.818996,1.31915,-0.384815,14.928,STAR,2mass,0,20180610,2.1783,2.1783,NaN,NaN,17.023,0.018,15.833,0.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.061,0.036,13.642,0.046,13.453,0.04,13.277,0.023,13.297,0.026,12.467,NaN,9.154,NaN,15.567,0.00212892,0.021,4963,NaN,4.59679,NaN,NaN,NaN,0.75,NaN,0.81,NaN,GIANT,0.307464,NaN,NaN,NaN,NaN,NaN,108,0.08683975,,0.000179474830504115,knownplanet
3403,Kepler-961,18h48m08.52s,282.035496,+43d37m52.6s,43.631268,291.92302,66.157019,351803452,282.035496,43.631268,0.0924574,-0.0919735,13.488,STAR,2mass,0,20180610,2.2351,2.2351,NaN,NaN,14.944,0.016,14.204,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.859,0.024,12.564,0.032,12.482,0.028,12.415,0.023,12.451,0.022,12.245,0.231,9.411,NaN,13.9538,0.000884504,0.018,5582,NaN,4.51221,NaN,NaN,NaN,0.9,NaN,0.96,NaN,GIANT,0.7084987,NaN,NaN,NaN,0.0510256,NaN,85,0.06554284,,0.00042023267588978,knownplanet
3411,Kepler-968,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,303.410886,71.745386,350814607,285.602528,50.112038,-2.4897,1.50923,13.44,STAR,2mass,0,20180610,2.19969,2.1997,NaN,NaN,16.175,0.064,14.626,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.518,0.023,11.971,0.028,11.831,0.025,11.763,0.023,11.815,0.021,11.925,0.169,8.978,NaN,14.1178,0.000960913,0.018,4598,NaN,4.62905,NaN,NaN,NaN,0.7,NaN,0.76,NaN,GIANT,0.197318,NaN,NaN,NaN,0.0491601,NaN,56,0.005229809,,0.00074721623626987,knownplanet
3412,Kepler-968,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,303.410886,71.745386,350814607,285.602528,50.112038,-2.4897,1.50923,13.44,STAR,2mass,0,20180610,2.19969,2.1997,NaN,NaN,16.175,0.064,14.626,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.518,0.023,11.971,0.028,11.831,0.025,11.763,0.023,11.815,0.021,11.925,0.169,8.978,NaN,14.1178,0.000960913,0.018,4598,NaN,4.62905,NaN,NaN,NaN,0.7,NaN,0.76,NaN,GIANT,0.197318,NaN,NaN,NaN,0.0491601,NaN,56,0.005229809,,0.00074721623626987,knownplanet
3423,Kepler-976,19h19m28.71s,289.869641,+46d43m46.9s,46.729706,307.664833,67.58795,159174942,289.869641,46.729706,NaN,NaN,15.076,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.868,0.092,15.861,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.361,0.046,13.973,0.057,13.887,0.06,13.356,0.024,13.495,0.029,13.116,0.537,9.418,NaN,NaN,NaN,0.062,5232,NaN,4.53979,NaN,NaN,NaN,0.83,NaN,0.87,NaN,,0.4650738,NaN,NaN,NaN,NaN,NaN,120,0.2084304,,0.000128074524917583,knownplanet
3446,Kepler-996,19h27m39.07s,291.912789,+41d32m01.0s,41.533611,306.800159,62.201764,351072172,291.912789,41.533611,-6.701,-6.36383,14.123,STAR,2mass,0,20180610,2.13264,2.13264,NaN,NaN,15.553,0.017,14.717,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.546,0.031,13.246,0.038,13.171,0.036,13.157,0.025,13.195,0.027,12.715,NaN,9.169,NaN,14.5505,0.0012024,0.02,6014,NaN,4.36204,NaN,NaN,NaN,1.14,NaN,1.09,NaN,DWARF,1.531645,NaN,1240.81,NaN,NaN,NaN,170,0.3436426,,0.000157528556485854,knownplanet
3453,Lupus-TR-3,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,241.066774,-23.226801,153091721,232.577571,-42.979908,NaN,NaN,17.428,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,20.114,0.136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.211,0.092,15.841,0.169,15.068,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.3042,0.016,0.043,5000,NaN,4.55032,NaN,NaN,NaN,0.82,NaN,0.87,NaN,,0.378619,NaN,NaN,NaN,NaN,NaN,315,3.693525,,7.95288362558659E-06,knownplanet
3487,NY Vir,13h38m48.15s,204.700622,-02d01m49.1s,-2.030315,203.630736,7.67841,175402069,204.700622,-2.030315,NaN,NaN,14.229,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,13.427,0.253,13.496,0.184,12.9288,0.00275363,13.7447,0.00260166,13.5799,0.00285161,16.3646,0.014684,14.2332,0.00390399,14.594,0.037,14.646,0.05,14.635,0.095,14.213,0.027,14.28,0.043,12.944,NaN,9.248,NaN,NaN,NaN,0.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,15,0.003638817,,0,knownplanet;hotsdwrf
3534,OGLE-TR-182,11h09m18.71s,167.327963,-61d05m42.9s,-61.095257,208.018543,-57.71096,466884459,167.327963,-61.095257,NaN,NaN,16.088,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,NaN,NaN,16.888,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.453,0.068,14.899,0.08,14.737,0.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.5592,0.00406023,0.033,5924,NaN,4.38152,NaN,NaN,NaN,1.14,NaN,1.14,NaN,,1.441998,NaN,NaN,NaN,NaN,NaN,975,45.48259,,1.68281633307563E-05,knownplanet
3535,OGLE-TR-211,10h40m14.39s,160.059951,-62d27m20.2s,-62.455601,205.56964,-61.189749,390001646,160.059951,-62.455601,NaN,NaN,14.456,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.559,0.113,15.364,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.767,0.032,13.419,0.04,13.379,0.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.9665,0.00150567,0.02,6325,NaN,4.13259,NaN,0.11,0.1,1.64,NaN,1.33,NaN,,3.878149,NaN,1329.27,NaN,NaN,NaN,684,1.098909,,6.4807456534591E-05,knownplanet
3536,OGLE2-TR-L9,11h07m55.18s,166.979921,-61d08m46.5s,-61.146263,207.871827,-57.868251,466840711,166.979921,-61.146263,NaN,NaN,14.067,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.491,0.114,14.718,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.508,0.032,13.246,0.035,13.117,0.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.4802,0.0012,0.02,6933,NaN,4.25089,NaN,NaN,NaN,1.53,NaN,1.52,NaN,,4.872618,NaN,1521.16,NaN,NaN,NaN,925,1.473,,8.98545669658923E-05,knownplanet
75,CoRoT-20,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,98.390927,-22.987775,234825296,97.720408,0.226919,-2.38769,-2.06647,13.778,STAR,2mass,0,20180610,2.23635,2.22976,NaN,NaN,15.613,0.024,14.63,0.092,16.7084,0.00648705,15.0727,0.00246218,14.3949,0.00252773,14.123,0.00243617,13.9622,0.00344495,12.991,0.026,12.652,0.027,12.513,0.029,12.446,0.023,12.46,0.026,12.541,0.501,8.493,NaN,14.3607,0.0010886,0.019,5880,NaN,4.47813,NaN,NaN,NaN,1.02,NaN,1.14,NaN,DWARF,1.120481,NaN,NaN,NaN,NaN,NaN,158,0.0363132,,0.000152852667020767,knownplanet
76,CoRoT-20,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,98.390927,-22.987775,234825296,97.720408,0.226919,-2.38769,-2.06647,13.778,STAR,2mass,0,20180610,2.23635,2.22976,NaN,NaN,15.613,0.024,14.63,0.092,16.7084,0.00648705,15.0727,0.00246218,14.3949,0.00252773,14.123,0.00243617,13.9622,0.00344495,12.991,0.026,12.652,0.027,12.513,0.029,12.446,0.023,12.46,0.026,12.541,0.501,8.493,NaN,14.3607,0.0010886,0.019,5880,NaN,4.47813,NaN,NaN,NaN,1.02,NaN,1.14,NaN,DWARF,1.120481,NaN,NaN,NaN,NaN,NaN,158,0.0363132,,0.000152852667020767,knownplanet
78,CoRoT-23,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,281.003499,27.424196,108155949,279.782615,4.357806,NaN,NaN,14.061,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.727,0.33,15.675,0.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.944,0.026,12.45,0.029,12.364,0.032,12.14,0.025,12.173,0.026,12.259,0.445,8.354,NaN,14.8727,0.0014,0.018,5900,NaN,4.08168,NaN,NaN,NaN,1.61,NaN,1.14,NaN,,2.829792,NaN,NaN,NaN,NaN,NaN,540,0.5382729,,6.12442749928432E-05,knownplanet
95,DENIS-P J082303.1-491201,08h23m03.13s,125.76305,-49d12m01.3s,-49.200359,154.111012,-64.882327,388682292,125.76305,-49.200359,NaN,NaN,15.297,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.547,0.026,12.636,0.022,12.062,0.023,11.47,0.023,11.142,0.021,10.748,0.06,9.534,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,234,0.577866,,0,knownplanet
100,FU Tau,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,68.247655,3.412304,58544614,65.898908,25.049898,NaN,NaN,19.657,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5462,1.27914,24.6687,0.752957,22.9865,0.219426,20.3945,0.0349514,17.984,0.0183256,15.037,0.115,13.913,0.083,13.329,0.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.1571,0.0821782,0.665,2838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,18,94.05891,,0,knownplanet
190,HAT-P-30,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,124.85997,-13.588892,455135327,123.949894,5.836719,-16.1793,23.3627,9.911,STAR,2mass,0,20180610,1.62864,0.852645,4.8981,0.467633,10.952,0.101,10.352,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.442,0.026,9.22,0.028,9.151,0.023,9.039,0.023,9.078,0.02,9.088,0.031,8.394,NaN,10.2545,0.000345996,0.019,6304,NaN,4.35913,NaN,0.12,0.03,1.22,NaN,1.24,NaN,DWARF,2.117772,NaN,204.1608,23.1579,0.0197559,NaN,45,0.003743298,,0.0015007193261996,knownplanet
195,HAT-P-35,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,124.406537,-14.769225,455096220,123.250764,4.787023,-13.6075,-5.02514,11.845,STAR,2mass,0,20180610,3.61711,1.88882,0.724158,0.993743,12.838,0.426,12.389,0.092,14.6095,0.00466119,12.6873,0.000967877,12.387,0.00131907,12.3141,0.00194237,13.1573,0.00565494,11.358,0.024,11.072,0.023,11.03,0.021,11.018,0.024,11.036,0.023,11.036,0.189,8.367,NaN,12.2035,0.00038058,0.018,6096,NaN,4.21513,NaN,0.12,0.03,1.44,NaN,1.24,NaN,DWARF,2.57988,NaN,461.078,798.809,0.0258964,NaN,50,0.02163899,,0.000300829901454814,knownplanet
196,HAT-P-36,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,165.025463,43.495499,373693175,188.266255,44.915352,-11.7713,7.48783,11.596,STAR,2mass,0,20180610,0.732127,0.767919,3.46837,0.2853,12.967,0.335,12.146,0.025,15.0796,0.00596228,12.7303,0.00115309,12.168,0.00106114,11.9824,0.00133573,13.3394,0.00760283,11.046,0.027,10.723,0.03,10.603,0.021,10.594,0.023,10.633,0.02,10.489,0.072,8.642,NaN,12.0021,0.000346332,0.019,5560,NaN,4.36424,NaN,NaN,NaN,1.1,NaN,1.02,NaN,DWARF,1.041788,NaN,288.32,21.9139,0.0133114,NaN,17,0.003494818,,0.000727297219505404,knownplanet
